OD600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Time (h);0.00;0.17;0.33;0.50;0.67;0.83;1.00;1.17;1.33;1.50;1.67;1.83;2.00;2.17;2.33;2.50;2.67;2.83;3.00;3.17;3.33;3.50;3.67;3.83;4.00;4.17;4.33;4.50;4.67;4.83;5.00;5.17;5.33;5.50;5.67;5.83;6.00;6.17;6.33;6.50;6.67;6.83;7.00;7.17;7.33;7.50;7.67;7.83;8.00;8.17;8.33;8.50;8.67;8.83;9.00;9.17;9.33;9.50;9.67;9.83;10.00;10.17;10.33;10.50;10.67;10.83;11.00;11.17;11.33;11.50;11.67;11.83;12.00;12.17;12.33;12.50;12.67;12.83;13.00;13.17;13.33;13.50;13.67;13.83;14.00;14.17;14.33;14.50;14.67;14.83;15.00
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;Média;0.512199988;0.509599994;0.548933337;0.602266659;0.668733329;0.736866663;0.774799993;0.813333303;0.85799999;0.898866683;0.938666691;0.975400001;1.013733337;1.050599962;1.08526666;1.119333376;1.160000036;1.201733341;1.236066689;1.26546664;1.293733309;1.320266634;1.346666644;1.370933284;1.39593334;1.419133335;1.443400015;1.464400003;1.485800018;1.510333329;1.534199983;1.561333328;1.585666647;1.608200024;1.631200025;1.652066658;1.671466659;1.691333324;1.710333337;1.729533345;1.746133357;1.76153333;1.780199995;1.805199971;1.822400004;1.836933364;1.855133285;1.871999969;1.891333332;1.920466652;1.938066632;1.953799953;1.970533361;1.984666655;1.997000049;2.011466652;2.018799931;2.032933305;2.044666598;2.050866673;2.064666659;2.071466674;2.086266667;2.092866649;2.105533352;2.118866672;2.128266642;2.146000057;2.147933314;2.158933391;2.169133256;2.181200018;2.19386664;2.196333319;2.20660002;2.210666647;2.217466583;2.226800034;2.233399938;2.235933373;2.251933326;2.265066614;2.274333308;2.279199988;2.286666701;2.289866676;2.304066648;2.302466621;2.314599981;2.313199987;2.324866682
;SD;0.013174229;0.019506926;0.014478035;0.012949654;0.013400518;0.010338935;0.007623656;0.00702091;0.009854965;0.007736459;0.008509582;0.008576731;0.006469388;0.005670974;0.005507554;0.00750556;0.012180316;0.014560701;0.009912304;0.007508254;0.010583646;0.013230752;0.015687329;0.016561802;0.016753925;0.016260744;0.015282676;0.014075479;0.012916653;0.013291139;0.015737883;0.017934727;0.020151753;0.021402778;0.023500664;0.024956245;0.025378987;0.025775462;0.027405403;0.030817071;0.033212881;0.037002895;0.040707244;0.044987115;0.047925408;0.049031595;0.052262513;0.054289548;0.058361719;0.071252024;0.075923279;0.077249346;0.072003952;0.070769548;0.071472513;0.07352211;0.073788651;0.075179786;0.074738543;0.073568541;0.07498283;0.072485632;0.073130076;0.071027212;0.069317956;0.067689;0.064471547;0.064214341;0.060597192;0.058480941;0.057308076;0.056885566;0.056600177;0.055716865;0.054994206;0.056359747;0.056014728;0.057706472;0.056709823;0.056334823;0.058111063;0.059797072;0.059900076;0.05958278;0.062384688;0.061035871;0.063127022;0.063261404;0.067572478;0.067505029;0.068498933
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.01 mM;Média;0.500000005;0.526266659;0.527800029;0.576;0.646733349;0.710266675;0.746533339;0.782066628;0.822133347;0.856666689;0.893200045;0.92853336;0.96253332;0.996066655;1.030066654;1.065000022;1.098400002;1.131933336;1.176266675;1.21706669;1.248800044;1.278600022;1.309066658;1.338866676;1.367333338;1.390133306;1.416800027;1.441733365;1.466933335;1.489800021;1.518400038;1.553133334;1.57813335;1.599466647;1.631933297;1.659466709;1.684999987;1.687000001;1.702066665;1.733533348;1.755266632;1.765533373;1.777599975;1.806066677;1.820133294;1.825333362;1.852066601;1.869333352;1.883466726;1.902999962;1.923199976;1.943666622;1.966133282;1.978133366;1.995666668;2.007999902;2.013666714;2.020999993;2.030733352;2.037266657;2.049133385;2.054799959;2.060066705;2.062733337;2.071800078;2.081866667;2.094266738;2.108133321;2.106599972;2.113799974;2.126000012;2.132266685;2.137533352;2.137200043;2.143800025;2.152666653;2.159066682;2.169399982;2.182866658;2.185066625;2.193666622;2.202133343;2.198733335;2.203533337;2.212999985;2.220800007;2.236133421;2.234133328;2.241533284;2.241400008;2.245733425
;SD;0.006878957;0.017702341;0.010047883;0.010219599;0.009415603;0.006877019;0.008129767;0.009823114;0.006812694;0.009487523;0.01091603;0.010325391;0.010653368;0.009823077;0.011031476;0.011639618;0.009707721;0.0111433;0.017263106;0.015369234;0.012307732;0.013948508;0.021848835;0.018655119;0.019441537;0.016839624;0.015462204;0.017814994;0.014442056;0.016703292;0.015589736;0.019843726;0.019474452;0.021313228;0.009904207;0.006469429;0.011113937;0.017516894;0.01344816;0.006375973;0.019158588;0.017276965;0.025705227;0.011017029;0.009563178;0.028446039;0.016407758;0.018245432;0.015703918;0.014208395;0.024085615;0.019219102;0.020911581;0.021241858;0.025009002;0.026673604;0.028591123;0.02807701;0.028101547;0.029465387;0.030435682;0.031420361;0.031842899;0.037528925;0.040554142;0.040131931;0.037482981;0.038243716;0.037777841;0.034160273;0.032395104;0.031639446;0.035556322;0.038000057;0.039913953;0.035697344;0.032678554;0.030161545;0.027828358;0.029347828;0.02904227;0.02924672;0.029021631;0.026502992;0.026131168;0.026781293;0.023824656;0.025355363;0.024426468;0.02344433;0.017209679
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.02 mM;Média;0.504333332;0.551933343;0.565866664;0.61119999;0.67006667;0.73073333;0.76380002;0.794533347;0.82813332;0.861866648;0.892666673;0.925866658;0.95646665;0.990599965;1.024199978;1.057666674;1.08873333;1.124666666;1.154866671;1.188666676;1.228666638;1.266466672;1.297333295;1.326533332;1.354466652;1.382066662;1.40793333;1.431133365;1.454000011;1.47893331;1.498666659;1.527266676;1.549;1.56539998;1.585200007;1.605933324;1.619333322;1.638133302;1.65093332;1.669999972;1.686466669;1.69886666;1.713399981;1.729066625;1.742399986;1.756733393;1.770066634;1.784866666;1.797533328;1.814199979;1.826800004;1.839133317;1.853533402;1.873866692;1.887866631;1.902733301;1.912733371;1.927600041;1.940199986;1.950933352;1.961266652;1.966933305;1.977800027;1.98286666;1.992200032;2.00106666;2.008400018;2.020333265;2.019599969;2.027600025;2.035066659;2.041866675;2.048733369;2.057666674;2.064066624;2.074066614;2.083666618;2.093266621;2.104266619;2.112199997;2.118133282;2.129000003;2.128333385;2.135600065;2.146733339;2.150200024;2.15853331;2.158200001;2.166866675;2.168866689;2.167400017
;SD;0.002386084;0.005934087;0.013597546;0.014860694;0.019185748;0.018304459;0.019719048;0.020529299;0.0218306;0.021103854;0.022312634;0.022219197;0.023525615;0.022316815;0.02579999;0.028126349;0.024875923;0.027302982;0.026233018;0.031739735;0.036314925;0.03418147;0.033024409;0.033915364;0.033154948;0.030298687;0.03141486;0.031790777;0.032044336;0.030536779;0.036554842;0.038829023;0.037904651;0.039869295;0.038506601;0.035516948;0.037434928;0.036802925;0.039505103;0.038406244;0.036743628;0.038204324;0.039318723;0.039009857;0.038839592;0.036642263;0.037645336;0.039584975;0.04029014;0.041769444;0.042064819;0.042602444;0.043410769;0.049226487;0.050825679;0.05163304;0.051357725;0.048988583;0.044489591;0.041131219;0.041925735;0.043753939;0.03911883;0.043603759;0.042625394;0.042061562;0.042807885;0.041333961;0.044965815;0.044051313;0.044585748;0.045286757;0.045985386;0.044391196;0.046119188;0.043072177;0.040936164;0.038413168;0.036902275;0.035806755;0.034655116;0.033661216;0.036057952;0.030965181;0.031103936;0.029585693;0.02860091;0.028304099;0.025687527;0.024645669;0.023724349
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.03 mM;Média;0.464733332;0.518000017;0.546599994;0.595200012;0.656533331;0.716600011;0.756133308;0.789866676;0.826999972;0.862066656;0.896933307;0.931266656;0.965533326;0.99940001;1.033866634;1.067533284;1.0992;1.131866644;1.161066681;1.196466674;1.236333321;1.266599963;1.294533322;1.321933339;1.346266657;1.36773331;1.393333306;1.417666664;1.439399987;1.46206664;1.488199979;1.51213331;1.528066665;1.55066668;1.567333291;1.586533338;1.607066661;1.622066687;1.640866627;1.661199957;1.675400048;1.693200022;1.71206664;1.727066626;1.746600022;1.762999962;1.777066698;1.795933276;1.812733322;1.834066699;1.848466744;1.865666658;1.885133336;1.901333322;1.922466666;1.93780008;1.945133358;1.960533291;1.972733329;1.981400003;1.993066698;2.005400091;2.015199969;2.024533341;2.031800022;2.037866662;2.04973339;2.060400079;2.071466674;2.083666633;2.085333337;2.099466632;2.10526672;2.101400048;2.110400031;2.119666646;2.128866663;2.137199948;2.14260005;2.154866685;2.163266649;2.167866697;2.174199969;2.174533357;2.170666685;2.169466645;2.1774667;2.185799986;2.196066688;2.192866713;2.193666607
;SD;0.016672541;0.034531726;0.046353443;0.0499916;0.056735983;0.054597093;0.054108888;0.055847021;0.059114778;0.06377218;0.061988806;0.061945213;0.064270171;0.066310421;0.069768851;0.071374046;0.073589991;0.075803522;0.083167873;0.090380163;0.087227162;0.087680991;0.088466322;0.090700499;0.092713804;0.095928596;0.097047674;0.09968117;0.102810263;0.104254394;0.101171509;0.101044614;0.103944269;0.107742702;0.110667478;0.11598712;0.118795519;0.120902313;0.12286125;0.124143594;0.127228507;0.128291752;0.129410112;0.132284686;0.129429747;0.132200397;0.13811655;0.135907626;0.132315451;0.133051334;0.14060306;0.14104838;0.137412451;0.131818194;0.117817797;0.115252256;0.111979759;0.110089162;0.106906337;0.108749045;0.102791907;0.100612546;0.103042627;0.100449398;0.103836059;0.106752545;0.102783679;0.102416169;0.097515041;0.100568177;0.106501948;0.098013279;0.105830528;0.114542027;0.109438371;0.108707058;0.098356397;0.095813783;0.091043895;0.082544665;0.085070793;0.0860288;0.084246237;0.094429111;0.097704194;0.099762148;0.096314893;0.079384583;0.074529065;0.074772226;0.072989374
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.04 mM;Média;0.459066649;0.522666673;0.55126667;0.604533315;0.663666646;0.728799999;0.768999974;0.801799973;0.838199973;0.871733308;0.904066682;0.936733365;0.965933323;0.996600032;1.027866642;1.058533351;1.090533336;1.122533321;1.152800004;1.181466659;1.217799981;1.253600001;1.286066651;1.313933333;1.341533343;1.366333326;1.390666644;1.417733351;1.441200018;1.463999987;1.492066701;1.516133348;1.535133322;1.554933349;1.577000022;1.597133319;1.620066682;1.636999965;1.656733314;1.675200025;1.694599986;1.713000019;1.734666665;1.751066724;1.769666672;1.787533283;1.802000006;1.818133314;1.842333357;1.85346663;1.867200017;1.883466681;1.902399977;1.924599926;1.936066747;1.956133246;1.96660006;1.986200054;1.991933386;1.998733322;2.01606667;2.020599961;2.0352;2.047200004;2.062533259;2.065199971;2.072266698;2.088933349;2.08739992;2.091400027;2.091733336;2.095066746;2.114066641;2.119266629;2.126466632;2.134866595;2.142266711;2.144066691;2.145799915;2.157199979;2.160466711;2.166466673;2.169933359;2.179599961;2.177933256;2.179800073;2.189733386;2.181800008;2.182800015;2.184799949;2.182733337
